# This file was produced by samtools stats (1.21+htslib-1.21) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats NC.Staphy1.11H_sorted.bam
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	75267766	66ecd2f9	5c8db164
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	2624	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	2624
SN	is sorted:	1
SN	1st fragments:	1312
SN	last fragments:	1312
SN	reads mapped:	1337
SN	reads mapped and paired:	1296	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	1287
SN	reads properly paired:	1294	# proper-pair bit set
SN	reads paired:	2624	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	27	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	0
SN	total length:	394002	# ignores clipping
SN	total first fragment length:	197552	# ignores clipping
SN	total last fragment length:	196450	# ignores clipping
SN	bases mapped:	201493	# ignores clipping
SN	bases mapped (cigar):	201493	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	4624	# from NM fields
SN	error rate:	2.294869e-02	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	151
SN	average last fragment length:	150
SN	maximum length:	151
SN	maximum first fragment length:	151
SN	maximum last fragment length:	151
SN	average quality:	37.1
SN	insert size average:	342.0
SN	insert size standard deviation:	80.5
SN	inward oriented pairs:	648
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	49.3
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	2	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	1248	0	0	0	0	0	0	0	0	0	0
FFQ	2	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	1256	0	0	0	0	0	0	0	0	0	0
FFQ	3	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	252	0	0	0	0	1011	0	0	0	0	0
FFQ	4	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	37	0	0	0	0	109	0	0	0	0	1153	0	0	0	0	0
FFQ	5	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	5	0	0	0	0	20	0	0	0	0	58	0	0	0	0	1213	0	0	0	0	0
FFQ	6	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	1	0	0	0	0	21	0	0	0	0	53	0	0	0	0	125	0	0	0	1097	0
FFQ	7	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	7	0	0	0	0	13	0	0	0	0	35	0	0	0	0	133	0	0	0	1114	0
FFQ	8	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	9	0	0	0	0	13	0	0	0	0	51	0	0	0	0	111	0	0	0	1120	0
FFQ	9	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	9	0	0	0	0	32	0	0	0	0	106	0	0	0	1158	0
FFQ	10	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	6	0	0	0	0	12	0	0	0	0	39	0	0	0	0	96	0	0	0	1152	0
FFQ	11	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	7	0	0	0	0	5	0	0	0	0	45	0	0	0	0	95	0	0	0	1149	0
FFQ	12	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	8	0	0	0	0	13	0	0	0	0	36	0	0	0	0	107	0	0	0	1135	0
FFQ	13	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	8	0	0	0	0	22	0	0	0	0	48	0	0	0	0	102	0	0	0	1127	0
FFQ	14	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	8	0	0	0	0	7	0	0	0	0	37	0	0	0	0	108	0	0	0	1144	0
FFQ	15	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	6	0	0	0	0	12	0	0	0	0	40	0	0	0	0	101	0	0	0	1136	0
FFQ	16	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	9	0	0	0	0	12	0	0	0	0	45	0	0	0	0	116	0	0	0	1118	0
FFQ	17	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	8	0	0	0	0	13	0	0	0	0	36	0	0	0	0	107	0	0	0	1140	0
FFQ	18	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	12	0	0	0	0	12	0	0	0	0	31	0	0	0	0	104	0	0	0	1144	0
FFQ	19	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	11	0	0	0	0	15	0	0	0	0	42	0	0	0	0	95	0	0	0	1139	0
FFQ	20	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	9	0	0	0	0	12	0	0	0	0	38	0	0	0	0	102	0	0	0	1142	0
FFQ	21	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	13	0	0	0	0	19	0	0	0	0	34	0	0	0	0	119	0	0	0	1116	0
FFQ	22	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	9	0	0	0	0	18	0	0	0	0	33	0	0	0	0	97	0	0	0	1143	0
FFQ	23	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	9	0	0	0	0	11	0	0	0	0	43	0	0	0	0	115	0	0	0	1119	0
FFQ	24	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	17	0	0	0	0	22	0	0	0	0	35	0	0	0	0	103	0	0	0	1118	0
FFQ	25	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	13	0	0	0	0	18	0	0	0	0	36	0	0	0	0	121	0	0	0	1105	0
FFQ	26	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	14	0	0	0	0	16	0	0	0	0	46	0	0	0	0	114	0	0	0	1100	0
FFQ	27	0	0	1	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	8	0	0	0	0	18	0	0	0	0	35	0	0	0	0	106	0	0	0	1115	0
FFQ	28	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	20	0	0	0	0	25	0	0	0	0	41	0	0	0	0	101	0	0	0	1106	0
FFQ	29	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	11	0	0	0	0	21	0	0	0	0	32	0	0	0	0	105	0	0	0	1122	0
FFQ	30	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	13	0	0	0	0	18	0	0	0	0	27	0	0	0	0	108	0	0	0	1115	0
